instrument_dir,data_file,dataset_name,dataset_origin_name,language,form,form_type,license,contributor,citation,longitudinal,age_min,age_max
EnglishAmerican_WG,EnglishAmericanWG_ByersHeinlein_data.csv,ByersHeinlein,Byers Heinlein Bilingual,English (American),WG,WG,CC-BY,Krista Byers-Heinlein (Concordia University),"Byers-Heinlein, K., Gonzalez-Barrero, A. M., Schott, E., & Killam, H. (2023). Sometimes larger, sometimes smaller: Measuring vocabulary in monolingual and bilingual infants and toddlers. DOI: 10.31234/osf.io/x7s4u",TRUE,8,18
EnglishAmerican_WS,EnglishAmericanWS_ByersHeinlein_data.csv,ByersHeinlein,Byers Heinlein Bilingual,English (American),WS,WS,CC-BY,Krista Byers-Heinlein (Concordia University),"Byers-Heinlein, K., Gonzalez-Barrero, A. M., Schott, E., & Killam, H. (2023). Sometimes larger, sometimes smaller: Measuring vocabulary in monolingual and bilingual infants and toddlers. DOI: 10.31234/osf.io/x7s4u",TRUE,16,30
FrenchQuebecois_WS,FrenchQuebecoisWS_ByersHeinlein_data.csv,ByersHeinlein,Byers Heinlein Bilingual,French (Quebecois),WS,WS,CC-BY,Krista Byers-Heinlein (Concordia University),"Byers-Heinlein, K., Gonzalez-Barrero, A. M., Schott, E., & Killam, H. (2023). Sometimes larger, sometimes smaller: Measuring vocabulary in monolingual and bilingual infants and toddlers. DOI: 10.31234/osf.io/x7s4u",TRUE,16,30
FrenchQuebecois_WG,FrenchQuebecoisWG_ByersHeinlein_data.csv,ByersHeinlein,Byers Heinlein Bilingual,French (Quebecois),WG,WG,CC-BY,Krista Byers-Heinlein (Concordia University),"Byers-Heinlein, K., Gonzalez-Barrero, A. M., Schott, E., & Killam, H. (2023). Sometimes larger, sometimes smaller: Measuring vocabulary in monolingual and bilingual infants and toddlers. DOI: 10.31234/osf.io/x7s4u",TRUE,8,16
Finnish_WGProd,FinnishWGProd_Stolt_data.csv,Stolt,Stolt_Stolt_Finnish_WGProd,Finnish,WG Prod,WG,CC-BY,Suvi Stolt (University of Helsinki),"Stolt, S. & Vehkavuori, S-M. (2018). Sanaseula: Finnish short form versions of the MacArthur Communicative Development Inventories. Jyväskylä: Niilo Mäki Instituutti.",TRUE,8,16
Finnish_WGProdShort,FinnishWGProdShort_Stolt_data.csv,Stolt,Stolt_Stolt_Finnish_WGProdShort,Finnish,WG Prod Short,WG,CC-BY,Suvi Stolt (University of Helsinki),"Stolt, S. & Vehkavuori, S-M. (2018). Sanaseula: Finnish short form versions of the MacArthur Communicative Development Inventories. Jyväskylä: Niilo Mäki Instituutti.",TRUE,8,16
ArabicSaudi_WS,ArabicSaudiWS_Alroqi_data.csv,Alroqi,Alroqi__Arabic (Saudi)_WS,Arabic (Saudi),WS,WS,CC-BY,"Haifa Alroqi (King Abdulaziz University), Alaa Almohammadi (King Abdulaziz University), Khadeejah Alaslani (Purdue University)",,FALSE,8,36
ArabicSaudi_WS,ArabicSaudiWS_JISH_data.csv,JISH,JISH__Arabic (Saudi)_WS,Arabic (Saudi),WS,WS,CC-BY,Jeddah Institute for Speech and Hearing,"Dashash, N., & Safi, S. (2014). JISH Arabic Communicative Development Inventory: Saudi population (JACDI): User’s guide and technical manual. Jeddah: Jeddah Institute for Speech and Hearing",FALSE,8,36
Catalan_WG,CatalanWG_Serrat_data.csv,Serrat,Serrat__Catalan_WG,Catalan,WG,WG,CC-BY,Elisabet Serrat Sellabona (Universitat de Girona),"Serrat Sellabona, E. (2022). Inventaris del desenvolupament d'habilitats comunicatives MacArthur-Bates en català : guia d'ús i manual tècnic ",TRUE,8,18
EnglishAmerican_WG,EnglishAmericanWG_PoulinDubois_data.csv,Poulin-Dubois,PoulinDubois_English_French_Bilingual,English (American),WG,WG,CC-BY,Diane Poulin-Dubois (Concordia University),"Legacy, J., Zesiger, P., Friend, M., & Poulin-Dubois, D. (2018). Vocabulary size and speed of word recognition in very young French–English bilinguals: A longitudinal study. Bilingualism: Language and Cognition, 21(1), 137–149.",TRUE,8,18
EnglishAmerican_WS,EnglishAmericanWS_PoulinDubois_data.csv,Poulin-Dubois,PoulinDubois_English_French_Bilingual,English (American),WS,WS,CC-BY,Diane Poulin-Dubois (Concordia University),"Legacy, J., Zesiger, P., Friend, M., & Poulin-Dubois, D. (2018). Vocabulary size and speed of word recognition in very young French–English bilinguals: A longitudinal study. Bilingualism: Language and Cognition, 21(1), 137–149.",TRUE,16,30
FrenchQuebecois_WG,FrenchQuebecoisWG_PoulinDubois_data.csv,Poulin-Dubois,PoulinDubois_English_French_Bilingual,French (Quebecois),WG,WG,CC-BY,Diane Poulin-Dubois (Concordia University),"Legacy, J., Zesiger, P., Friend, M., & Poulin-Dubois, D. (2018). Vocabulary size and speed of word recognition in very young French–English bilinguals: A longitudinal study. Bilingualism: Language and Cognition, 21(1), 137–149.",TRUE,8,16
FrenchQuebecois_WS,FrenchQuebecoisWS_PoulinDubois_data.csv,Poulin-Dubois,PoulinDubois_English_French_Bilingual,French (Quebecois),WS,WS,CC-BY,Diane Poulin-Dubois (Concordia University),"Legacy, J., Zesiger, P., Friend, M., & Poulin-Dubois, D. (2018). Vocabulary size and speed of word recognition in very young French–English bilinguals: A longitudinal study. Bilingualism: Language and Cognition, 21(1), 137–149.",TRUE,16,30
Japanese_WG,JapaneseWG_Tsuji_data.csv,Tsuji,Tsuji__Japanese_WG,Japanese,WG,WG,CC-BY,"Sho Tsuji (International Research Center for Neurointelligence, The University of Tokyo)","Hagihara, H., Barbir, M., Ishibashi, M., Kanakogi, Y., Kato, M., Lovcevic, I., Lu, Y., Minagawa, Y., Moriguchi, Y., Sakagami, M., Shinya, Y., Yamamoto, H., & Tsuji, S. (2023). A sharable merged dataset on Japanese children’s vocabulary measures using the Japanese MacArthur–Bates Communicative Development Inventory. DOI: 10.17605/osf.io/s5ydw",TRUE,8,18
Japanese_WS,JapaneseWS_Tsuji_data.csv,Tsuji,Tsuji__Japanese_WS,Japanese,WS,WS,CC-BY,"Sho Tsuji (International Research Center for Neurointelligence, The University of Tokyo)","Hagihara, H., Barbir, M., Ishibashi, M., Kanakogi, Y., Kato, M., Lovcevic, I., Lu, Y., Minagawa, Y., Moriguchi, Y., Sakagami, M., Shinya, Y., Yamamoto, H., & Tsuji, S. (2023). A sharable merged dataset on Japanese children’s vocabulary measures using the Japanese MacArthur–Bates Communicative Development Inventory. DOI: 10.17605/osf.io/s5ydw",TRUE,16,36
Japanese_WS,JapaneseWS_Minagawa_data.csv,Minagawa,Minagawa__Japanese_WS,Japanese,WS,WS,CC-BY,"Sho Tsuji (International Research Center for Neurointelligence, The University of Tokyo)","Hagihara, H., Barbir, M., Ishibashi, M., Kanakogi, Y., Kato, M., Lovcevic, I., Lu, Y., Minagawa, Y., Moriguchi, Y., Sakagami, M., Shinya, Y., Yamamoto, H., & Tsuji, S. (2023). A sharable merged dataset on Japanese children’s vocabulary measures using the Japanese MacArthur–Bates Communicative Development Inventory. DOI: 10.17605/osf.io/s5ydw",TRUE,16,36
Japanese_WS,JapaneseWS_Hagihara_data.csv,Hagihara,Hagihara__Japanese_WS,Japanese,WS,WS,CC-BY,"Sho Tsuji (International Research Center for Neurointelligence, The University of Tokyo)","Hagihara, H., Barbir, M., Ishibashi, M., Kanakogi, Y., Kato, M., Lovcevic, I., Lu, Y., Minagawa, Y., Moriguchi, Y., Sakagami, M., Shinya, Y., Yamamoto, H., & Tsuji, S. (2023). A sharable merged dataset on Japanese children’s vocabulary measures using the Japanese MacArthur–Bates Communicative Development Inventory. DOI: 10.17605/osf.io/s5ydw",TRUE,16,36
Polish_WG,PolishWG_Norming_data.csv,Polish_Norming,Polish_Norming,Polish,WG,WG,CC-BY,Grzegorz Krajewski (University of Warsaw),"Smoczyńska, M., Krajewski, G., Łuniewska, M., Haman, E., Bulkowski, K., & Kochańska, M. (2015). Inwentarze rozwoju mowy i komunikacji (IRMIK) słowa i gesty, słowa i zdania: Podręcznik [Inventories of speech and communication development (IRMIK) words and gestures, words and sentences: A manual]. Instytut Badań Edukacyjnych.",FALSE,8,18
Polish_WS,PolishWS_Norming_data.csv,Polish_Norming,Polish_Norming,Polish,WS,WS,CC-BY,Grzegorz Krajewski (University of Warsaw),"Smoczyńska, M., Krajewski, G., Łuniewska, M., Haman, E., Bulkowski, K., & Kochańska, M. (2015). Inwentarze rozwoju mowy i komunikacji (IRMIK) słowa i gesty, słowa i zdania: Podręcznik [Inventories of speech and communication development (IRMIK) words and gestures, words and sentences: A manual]. Instytut Badań Edukacyjnych.",FALSE,16,36
Faroese_WG,FaroeseWG_Rasmussen_data.csv,Rasmussen,Faroese_Rasmussen,Faroese,WG,WG,CC-BY,Sissal Rasmussen (University of the Faroe Islands),"Rasmussen, S. M. and Bleses, D. (2018). Faroese children’s early vocabulary acquisition: A Faroese adaptation of the MacArthur–Bates Communicative Development Inventories. First Language, 38(6), 641–668.",FALSE,8,18
Faroese_WS,FaroeseWS_Rasmussen_data.csv,Rasmussen,Faroese_Rasmussen,Faroese,WS,WS,CC-BY,Sissal Rasmussen (University of the Faroe Islands),"Rasmussen, S. M. and Bleses, D. (2018). Faroese children’s early vocabulary acquisition: A Faroese adaptation of the MacArthur–Bates Communicative Development Inventories. First Language, 38(6), 641–668.",FALSE,16,36
EnglishBritish_Oxford,EnglishBritishOxford_Siow_data.csv,Siow,Siow,English (British),Oxford CDI,WG,CC-BY,Serene Siow (Sunway University),"Siow, S., Gillen, N. A., Lepădatu, I., & Plunkett, K. (2023). Double it up: Vocabulary size comparisons between UK bilingual and monolingual toddlers. Infancy, 28(6), 1030–1051. DOI: 10.1111/infa.12562",TRUE,12,36
Dutch_Oxford,DutchOxford_Siow_data.csv,Siow,Siow,Dutch,Oxford CDI,WG,CC-BY,Serene Siow (Sunway University),"Siow, S., Gillen, N. A., Lepădatu, I., & Plunkett, K. (2023). Double it up: Vocabulary size comparisons between UK bilingual and monolingual toddlers. Infancy, 28(6), 1030–1051. DOI: 10.1111/infa.12562",TRUE,12,36
FrenchFrench_Oxford,FrenchFrenchOxford_Siow_data.csv,Siow,Siow,French (French),Oxford CDI,WG,CC-BY,Serene Siow (Sunway University),"Siow, S., Gillen, N. A., Lepădatu, I., & Plunkett, K. (2023). Double it up: Vocabulary size comparisons between UK bilingual and monolingual toddlers. Infancy, 28(6), 1030–1051. DOI: 10.1111/infa.12562",TRUE,12,36
GermanGerman_Oxford,GermanGermanOxford_Siow_data.csv,Siow,Siow,German (German),Oxford CDI,WG,CC-BY,Serene Siow (Sunway University),"Siow, S., Gillen, N. A., Lepădatu, I., & Plunkett, K. (2023). Double it up: Vocabulary size comparisons between UK bilingual and monolingual toddlers. Infancy, 28(6), 1030–1051. DOI: 10.1111/infa.12562",TRUE,12,36
Italian_Oxford,ItalianOxford_Siow_data.csv,Siow,Siow,Italian,Oxford CDI,WG,CC-BY,Serene Siow (Sunway University),"Siow, S., Gillen, N. A., Lepădatu, I., & Plunkett, K. (2023). Double it up: Vocabulary size comparisons between UK bilingual and monolingual toddlers. Infancy, 28(6), 1030–1051. DOI: 10.1111/infa.12562",TRUE,12,36
Polish_Oxford,PolishOxford_Siow_data.csv,Siow,Siow,Polish,Oxford CDI,WG,CC-BY,Serene Siow (Sunway University),"Siow, S., Gillen, N. A., Lepădatu, I., & Plunkett, K. (2023). Double it up: Vocabulary size comparisons between UK bilingual and monolingual toddlers. Infancy, 28(6), 1030–1051. DOI: 10.1111/infa.12562",TRUE,12,36
PortugueseEuropean_Oxford,PortugueseEuropeanOxford_Siow_data.csv,Siow,Siow,Portuguese (European),Oxford CDI,WG,CC-BY,Serene Siow (Sunway University),"Siow, S., Gillen, N. A., Lepădatu, I., & Plunkett, K. (2023). Double it up: Vocabulary size comparisons between UK bilingual and monolingual toddlers. Infancy, 28(6), 1030–1051. DOI: 10.1111/infa.12562",TRUE,12,36
SpanishEuropean_Oxford,SpanishEuropeanOxford_Siow_data.csv,Siow,Siow,Spanish (European),Oxford CDI,WG,CC-BY,Serene Siow (Sunway University),"Siow, S., Gillen, N. A., Lepădatu, I., & Plunkett, K. (2023). Double it up: Vocabulary size comparisons between UK bilingual and monolingual toddlers. Infancy, 28(6), 1030–1051. DOI: 10.1111/infa.12562",TRUE,12,36
EnglishMalaysian_WS,EnglishMalaysianWS_Chai_data.csv,Chai,Chai,English (Malaysian),WS,WS,CC-BY,Jun Ho Chai (Sunway University),"Chai, J. H., Low, H. M., Wong, T. P., Onnis, L., & Mayor, J. (2021). Extra-linguistic modulation of the English noun-bias: Evidence from Malaysian bilingual infants and toddlers. Journal of Cultural Cognitive Science, 5(1), 49–64.",FALSE,12,36
MalayMalaysian_WS,MalayMalaysianWS_Chai_data.csv,Chai,Chai,Malay (Malaysian),WS,WS,CC-BY,Jun Ho Chai (Sunway University),"Chai, J. H., Low, H. M., Wong, T. P., Onnis, L., & Mayor, J. (2021). Extra-linguistic modulation of the English noun-bias: Evidence from Malaysian bilingual infants and toddlers. Journal of Cultural Cognitive Science, 5(1), 49–64.",FALSE,12,36
MandarinMalaysian_WS,MandarinMalaysianWS_Chai_data.csv,Chai,Chai,Mandarin (Malaysian),WS,WS,CC-BY,Jun Ho Chai (Sunway University),"Chai, J. H., Low, H. M., Wong, T. P., Onnis, L., & Mayor, J. (2021). Extra-linguistic modulation of the English noun-bias: Evidence from Malaysian bilingual infants and toddlers. Journal of Cultural Cognitive Science, 5(1), 49–64.",FALSE,12,36
Ronga_WG,RongaWG_CASAMILA_data.csv,CASAMILA,CASAMILA,Ronga,WG,WG,CC-BY-NC,Suzanne Aussems (University of Warwick),"Vogt, P., Mastin, J. D., Aussems, S. (2015). Early vocabulary development in rural and urban Mozambique. Child Development Research, 189195. DOI: 10.1155/2015/189195",FALSE,12,24
TsongaChangana_WG,TsongaChanganaWG_CASAMILA_data.csv,CASAMILA,CASAMILA,Tsonga (Changana),WG,WG,CC-BY-NC,Suzanne Aussems (University of Warwick),"Vogt, P., Mastin, J. D., Aussems, S. (2015). Early vocabulary development in rural and urban Mozambique. Child Development Research, 189195. DOI: 10.1155/2015/189195",FALSE,12,24
EnglishBritish_WG,EnglishBritishWG_LancsPremature_data.csv,Alcock,Alcock__EnglishBritish_WG_Premature,English (British),WG,WG,CC-BY,Katie Alcock (Lancaster University),"Jago, L. S., Alcock, K., Meints, K., Pine, J. M., & Rowland, C. F. (2023). Language outcomes from the UK-CDI Project: Can risk factors, vocabulary skills and gesture scores in infancy predict later language disorders or concern for language development? Frontiers in Psychology, 14, 1167810. DOI: 10.3389/fpsyg.2023.1167810",FALSE,8,18
EnglishBritish_WG,EnglishBritishWG_UK-CDI_data.csv,Alcock,Alcock__EnglishBritish_WG_Norming,English (British),WG,WG,CC-BY,Katie Alcock (Lancaster University),"Jago, L. S., Alcock, K., Meints, K., Pine, J. M., & Rowland, C. F. (2023). Language outcomes from the UK-CDI Project: Can risk factors, vocabulary skills and gesture scores in infancy predict later language disorders or concern for language development? Frontiers in Psychology, 14, 1167810. DOI: 10.3389/fpsyg.2023.1167810",FALSE,8,18
EnglishBritish_WS,EnglishBritishWS_UK-CDI_data.csv,Alcock,Alcock__EnglishBritish_WS,English (British),WS,WS,CC-BY,Katie Alcock (Lancaster University),"Jago, L. S., Alcock, K., Meints, K., Pine, J. M., & Rowland, C. F. (2023). Language outcomes from the UK-CDI Project: Can risk factors, vocabulary skills and gesture scores in infancy predict later language disorders or concern for language development? Frontiers in Psychology, 14, 1167810. DOI: 10.3389/fpsyg.2023.1167810",FALSE,16,36
Tseltal_VC,TseltalVC_Casillas_data.csv,Casillas,Casillas__Tseltal_VC,Tseltal,VC,WS,CC-BY-NC,Marisa Casillas (University of Chicago),"Casillas, M., Foushee, R., Gómez Pérez, H., Méndez Girón, J., Casey, K., Polian, G., & Brown, P. (2025). A vocabulary checklist for early lexical development in Tseltal. Language Development Research, 5(3), 245–275. DOI: 10.34842/ldr2025-862",TRUE,9,24
FrenchFrench_WG,FrenchFrenchWG_Nazzi_data.csv,Nazzi,Nazzi__French,French (French),WG,WG,CC-BY,Thierry Nazzi (Université Paris Cité),"Hoareau, M., Yeung, H. H., & Nazzi, T. (2019). Infants’ statistical word segmentation in an artificial language is linked to both parental speech input and reported production abilities. Developmental Science, e12803. DOI: 10.1111/desc.12803",TRUE,8,16
FrenchFrench_WS,FrenchFrenchWS_Nazzi_data.csv,Nazzi,Nazzi__French,French (French),WS,WS,CC-BY,Thierry Nazzi (Université Paris Cité),"Nazzi, T. (2005). Use of phonetic specificity during the acquisition of new words: differences between consonants and vowels. Cognition, 98, 13–30. DOI: 10.1016/j.cognition.2004.10.005; Nazzi, T. & New, B. (2007). Beyond stop consonants: consonantal specificity in early lexical acquisition. Cognitive Development, 22, 271–279. DOI: 10.1016/j.cogdev.2006.10.007; Nazzi, T. & Bertoncini, J. (2009). Phonetic specificity in early lexical acquisition: New evidence from consonants in coda positions. Language and Speech, 52, 463–480. DOI: 10.1177/0023830909336584",TRUE,16,30
FrenchFrench_WSExtended,FrenchFrenchWSExtended_Nazzi_data.csv,Nazzi,Nazzi__French,French (French),WS Extended,WG,CC-BY,Thierry Nazzi (Université Paris Cité),"Hoareau, M., Yeung, H. H., & Nazzi, T. (2019). Infants’ statistical word segmentation in an artificial language is linked to both parental speech input and reported production abilities. Developmental Science, e12803. DOI: 10.1111/desc.12803",TRUE,18,36
FrenchFrench_WSExtended,FrenchFrenchWSExtended_Nazzi_CoToVo_data.csv,Nazzi,Nazzi__French,French (French),WS Extended,WS,CC-BY,Thierry Nazzi (Université Paris Cité),"Piot, L., Chen, H., Picaud, A., Dos Santos, M., Granjon, L., Luo, Z., To, W. H. A., Lai, R. Y., Cheung, H., & Nazzi, T. (2024). Tonal interference in word learning? A comparison of Cantonese and French. Journal of Experimental Child Psychology, 242, 105883. DOI: 10.1016/j.jecp.2024.105883",FALSE,18,36
FrenchFrench_WSExtended,FrenchFrenchWSExtended_Nazzi_Interference_data.csv,Nazzi,Nazzi__French,French (French),WS Extended,WS,CC-BY,Thierry Nazzi (Université Paris Cité),"Piot, L., Chen, H., Picaud, A., Dos Santos, M., Granjon, L., Luo, Z., To, W. H. A., Lai, R. Y., Cheung, H., & Nazzi, T. (2024). Tonal interference in word learning? A comparison of Cantonese and French. Journal of Experimental Child Psychology, 242, 105883. DOI: 10.1016/j.jecp.2024.105883",FALSE,18,36
EnglishAmerican_WG,EnglishAmericanWG_Marchman_TL2_data.csv,Marchman,Marchman_TL2,English (American),WG,WG,CC-BY,Virginia Marchman (Stanford University),"Fernald, A. & Marchman, V. A. (2012). Individual differences in lexical processing at 18 months predict vocabulary growth in typically developing and late-talking toddlers. Child Development, 83(1), 203–222. DOI: 10.1111/j.1467-8624.2011.01692.x",FALSE,8,18
EnglishAmerican_WS,EnglishAmericanWS_Marchman_TL2_data.csv,Marchman,Marchman_TL2,English (American),WS,WS,CC-BY,Virginia Marchman (Stanford University),"Fernald, A. & Marchman, V. A. (2012). Individual differences in lexical processing at 18 months predict vocabulary growth in typically developing and late-talking toddlers. Child Development, 83(1), 203–222. DOI: 10.1111/j.1467-8624.2011.01692.x",FALSE,16,30
EnglishAmerican_WG,EnglishAmericanWG_Marchman_TL3_data.csv,Marchman,Marchman_TL3,English (American),WG,WG,CC-BY,Virginia Marchman (Stanford University),"Adams, K. A., Marchman, V. A., Loi, E. C., Ashland, M. D., Fernald, A., & Feldman, H. M. (2018). Caregiver talk and medical risk as predictors of language outcomes in full term and preterm toddlers. Child Development, 89(5), 1674–1690. DOI: 10.1111/cdev.12818",FALSE,8,18
EnglishAmerican_WS,EnglishAmericanWS_Marchman_TL3_data.csv,Marchman,Marchman_TL3,English (American),WS,WS,CC-BY,Virginia Marchman (Stanford University),"Adams, K. A., Marchman, V. A., Loi, E. C., Ashland, M. D., Fernald, A., & Feldman, H. M. (2018). Caregiver talk and medical risk as predictors of language outcomes in full term and preterm toddlers. Child Development, 89(5), 1674–1690. DOI: 10.1111/cdev.12818",FALSE,16,30
EnglishAmerican_WG,EnglishAmericanWG_Elison_data.csv,Elison,Elison,English (American),WG,WG,CC-BY,Jed Elison (University of Minnesota),"Sifre, R., Lasch, C., Fenoglio, A., Georgieff, M. K., Wolff, J. J., & Elison, J. T. (2018). Restricted, repetitive, and reciprocal social behavior in toddlers born small for gestation duration. The Journal of Pediatrics, 200: 118–124. DOI: 10.1016/j.jpeds.2018.05.003",FALSE,8,18
FrenchFrench_WG,FrenchFrenchWG_Dimitrova_LS_data.csv,Dimitrova,Dimitrova_French_LS,French (French),WG,WG,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,8,16
FrenchFrench_WG,FrenchFrenchWG_Dimitrova_PSU_data.csv,Dimitrova,Dimitrova_French_PSU,French (French),WG,WG,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,8,16
FrenchFrench_WS,FrenchFrenchWS_Dimitrova_PSU_data.csv,Dimitrova,Dimitrova_French_PSU,French (French),WS,WS,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,17,36
EnglishAmerican_WG,EnglishAmericanWG_Dimitrova_SWIPE_data.csv,Dimitrova,SWIPE,English (American),WG,WG,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,8,17
EnglishAmerican_WS,EnglishAmericanWS_Dimitrova_SWIPE_data.csv,Dimitrova,SWIPE,English (American),WS,WS,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,18,36
FrenchFrench_WG,FrenchFrenchWG_Dimitrova_SWIPE_data.csv,Dimitrova,SWIPE,French (French),WG,WG,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,8,16
FrenchFrench_WS,FrenchFrenchWS_Dimitrova_SWIPE_data.csv,Dimitrova,SWIPE,French (French),WS,WS,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,17,36
GermanGerman_WS,GermanGermanWS_Dimitrova_SWIPE_data.csv,Dimitrova,SWIPE,German (German),WS,WS,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,18,36
Italian_WG,ItalianWG_Dimitrova_SWIPE_data.csv,Dimitrova,SWIPE,Italian,WG,WG,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,8,16
Italian_WS,ItalianWS_Dimitrova_SWIPE_data.csv,Dimitrova,SWIPE,Italian,WS,WS,CC-BY,"Nevena Dimitrova (Faculty of Social Work, University of Applied Sciences and Arts Western Switzerland)","Dimitrova, N. (2025). Associations between digital media use and language abilities in children under 5 (dataset). DOI: 10.17605/OSF.IO/ATJBV",FALSE,17,36
