itemID,definition,type,category,choices,complexity_category,item,gloss,uni_lemma
item_81,cukier,word,food_drink,produces,NA,cukier,sugar,sugar
item_82,cukierek,word,food_drink,produces,NA,cukierek,candy,candy
item_83,czekolada,word,food_drink,produces,NA,czekolada,chocolate,chocolate
item_84,dżem,word,food_drink,produces,NA,dzem,jam,jam
item_85,galaretka,word,food_drink,produces,NA,galaretka,jelly,jelly
item_86,groszek,word,food_drink,produces,NA,groszek,peas,peas
item_87,grzyby,word,food_drink,produces,NA,grzyby,mushrooms,mushroom
item_88,guma do żucia,word,food_drink,produces,NA,guma_do_zucia,chewing gum,gum
item_89,herbata,word,food_drink,produces,NA,herbata,tea,tea
item_90,jabłko,word,food_drink,produces,NA,jablko,apple,apple
item_91,jajko,word,food_drink,produces,NA,jajko,egg,egg
item_92,jedzenie/papu/am,word,food_drink,produces,NA,jedzenie.papu.am,food / food [baby word],food
item_93,jogurt,word,food_drink,produces,NA,jogurt,yogurt,yogurt
item_94,kakao,word,food_drink,produces,NA,kakao,cocoa,cocoa
item_95,kanapka/kromka,word,food_drink,produces,NA,kanapka.kromka,sandwich / bread slice,sandwich
item_96,kapusta,word,food_drink,produces,NA,kapusta,cabbage,cabbage
item_97,kaszka,word,food_drink,produces,NA,kaszka,porridge,porridge
item_98,kawa,word,food_drink,produces,NA,kawa,coffee,coffee
item_99,ketchup,word,food_drink,produces,NA,ketchup,ketchup,ketchup
item_100,kiełbasa,word,food_drink,produces,NA,kielbasa,sausage,sausage
item_101,kotlet,word,food_drink,produces,NA,kotlet,cutlet,cutlet
item_102,kurczak,word,food_drink,produces,NA,kurczak,chicken,chicken (food)
item_103,lizak,word,food_drink,produces,NA,lizak,lollipop,lollipop
item_104,lody,word,food_drink,produces,NA,lody,ice cream,ice cream
item_105,makaron/kluski,word,food_drink,produces,NA,makaron.kluski,pasta / noodles,pasta
item_106,mandarynka,word,food_drink,produces,NA,mandarynka,tangerine,tangerine
item_107,marchewka,word,food_drink,produces,NA,marchewka,carrot,carrot
item_108,masło/margaryna,word,food_drink,produces,NA,maslo.margaryna,butter / margarine,butter
item_109,mięso,word,food_drink,produces,NA,mieso,meat,meat
item_110,miód,word,food_drink,produces,NA,miod,honey,honey
item_111,mleko,word,food_drink,produces,NA,mleko,milk,milk
item_112,naleśniki,word,food_drink,produces,NA,nalesniki,pancakes,pancake
item_113,orzechy,word,food_drink,produces,NA,orzechy,nuts,nut
item_114,ogórek,word,food_drink,produces,NA,ogorek,cucumber,cucumber
item_115,paluszki,word,food_drink,produces,NA,paluszki,saltsticks,snack
item_116,parówka/kiełbaska,word,food_drink,produces,NA,parowka.kielbaska,sausage,sausage
item_117,picie,word,food_drink,produces,NA,picie,drink (beverage),drink (beverage)
item_118,pierogi,word,food_drink,produces,NA,pierogi,dumplings,dumpling
item_119,placek,word,food_drink,produces,NA,placek,pie,pie
item_120,pomarańcza,word,food_drink,produces,NA,pomarancza,orange,orange (food)
item_121,pomidor,word,food_drink,produces,NA,pomidor,tomato,tomato
item_122,rodzynki,word,food_drink,produces,NA,rodzynki,raisins,raisin
item_123,rosół,word,food_drink,produces,NA,rosol,broth,broth
item_124,ryba_food_drink,word,food_drink,produces,NA,ryba_food_drink,fish (food),fish (food)
item_125,ryż,word,food_drink,produces,NA,ryz,rice,rice
item_126,ser,word,food_drink,produces,NA,ser,cheese,cheese
item_127,sok,word,food_drink,produces,NA,sok,juice,juice
item_128,sos,word,food_drink,produces,NA,sos,sauce,sauce
item_129,sól,word,food_drink,produces,NA,sol,salt,salt
item_130,szynka,word,food_drink,produces,NA,szynka,ham,ham
item_131,truskawki,word,food_drink,produces,NA,truskawki,strawberries,strawberry
item_132,witaminy,word,food_drink,produces,NA,witaminy,vitamins,vitamin
item_133,woda_food_drink,word,food_drink,produces,NA,woda_food_drink,water (beverage),water (beverage)
item_134,ziemniaki/kartofle,word,food_drink,produces,NA,ziemniaki.kartofle,potatoes,potato
item_135,zupa,word,food_drink,produces,NA,zupa,soup,soup
item_136,bajka,word,toys,produces,NA,bajka,fairytale,story
item_137,balonik,word,toys,produces,NA,balonik,balloon,balloon
item_138,grabki,word,toys,produces,NA,grabki,rake,rake (object)
item_139,gumka,word,toys,produces,NA,gumka,rubber,rubber
item_140,kartka/papier,word,toys,produces,NA,kartka.papier,paper,paper
item_141,klocki,word,toys,produces,NA,klocki,block,block
item_142,kredki,word,toys,produces,NA,kredki,crayons,crayon
item_143,książka,word,toys,produces,NA,ksiazka,book,book
item_144,lalka,word,toys,produces,NA,lalka,doll,doll
item_145,łopatka,word,toys,produces,NA,lopatka,shovel,shovel
item_146,obrazek,word,toys,produces,NA,obrazek,picture,picture
item_147,ołówek,word,toys,produces,NA,olowek,pencil,pencil
item_148,piłka,word,toys,produces,NA,pilka,ball,ball
item_149,pisak/długopis,word,toys,produces,NA,pisak.dlugopis,pen,pen
item_150,prezent,word,toys,produces,NA,prezent,gift,present
item_151,smoczek,word,toys,produces,NA,smoczek,pacifier,pacifier
item_152,wiaderko,word,toys,produces,NA,wiaderko,bucket,bucket
item_153,zabawka,word,toys,produces,NA,zabawka,toy,toy (object)
item_154,bluzka,word,clothing,produces,NA,bluzka,t-shirt / blouse,t-shirt
item_155,buty,word,clothing,produces,NA,buty,shoes,shoe
item_156,chustka,word,clothing,produces,NA,chustka,scarf,scarf
item_157,czapka,word,clothing,produces,NA,czapka,cap,cap
item_158,guzik,word,clothing,produces,NA,guzik,button,button
item_159,kalosze/gumowce,word,clothing,produces,NA,kalosze.gumowce,rubber boots,boot
item_160,kapelusz,word,clothing,produces,NA,kapelusz,hat,hat
item_161,kieszeń,word,clothing,produces,NA,kieszen,pocket,pocket
item_162,koszula,word,clothing,produces,NA,koszula,shirt,shirt
item_163,kurtka,word,clothing,produces,NA,kurtka,jacket,jacket
item_164,majtki,word,clothing,produces,NA,majtki,underpants,underpants
item_165,pantofle/kapcie,word,clothing,produces,NA,pantofle.kapcie,slippers,slipper
item_166,pasek,word,clothing,produces,NA,pasek,belt,belt
item_167,pieluszka/pampers,word,clothing,produces,NA,pieluszka.pampers,diaper,diaper
item_168,piżama,word,clothing,produces,NA,pizama,pajamas,pajamas
item_169,rajstopy/rajtuzy,word,clothing,produces,NA,rajstopy.rajtuzy,tights,tights
item_170,rękawiczki,word,clothing,produces,NA,rekawiczki,gloves,glove
item_171,skarpetki,word,clothing,produces,NA,skarpetki,socks,sock
item_172,spodnie,word,clothing,produces,NA,spodnie,pants,pants
item_173,sukienka,word,clothing,produces,NA,sukienka,dress,dress (object)
item_174,sweter,word,clothing,produces,NA,sweter,sweater,sweater
item_175,szalik,word,clothing,produces,NA,szalik,scarf,scarf
item_176,śliniaczek,word,clothing,produces,NA,sliniaczek,bib,bib
item_177,ubranie,word,clothing,produces,NA,ubranie,clothes,clothes
item_178,broda,word,body_parts,produces,NA,broda,chin,chin
item_179,brzuch,word,body_parts,produces,NA,brzuch,tummy,tummy
item_180,buzia,word,body_parts,produces,NA,buzia,face / mouth,mouth
item_181,czoło,word,body_parts,produces,NA,czolo,forehead,forehead
item_182,gardło,word,body_parts,produces,NA,gardlo,throat,throat
item_183,głowa,word,body_parts,produces,NA,glowa,head,head
item_184,język,word,body_parts,produces,NA,jezyk,tongue,tongue
item_185,kolano,word,body_parts,produces,NA,kolano,knee,knee
item_186,krew,word,body_parts,produces,NA,krew,blood,blood
item_187,łokieć,word,body_parts,produces,NA,lokiec,elbow,elbow
item_188,noga,word,body_parts,produces,NA,noga,leg,leg
item_189,nos,word,body_parts,produces,NA,nos,nose,nose
item_190,oko,word,body_parts,produces,NA,oko,eye,eye
item_191,palec,word,body_parts,produces,NA,palec,finger / toe,finger
item_192,paznokcie/pazurki,word,body_parts,produces,NA,paznokcie.pazurki,nails,nail (body part)
item_193,pępek,word,body_parts,produces,NA,pepek,belly button,belly button
item_194,plecy,word,body_parts,produces,NA,plecy,back,back (body part)
item_195,policzek,word,body_parts,produces,NA,policzek,cheek,cheek
item_196,pupa,word,body_parts,produces,NA,pupa,bottom,butt
item_197,ręka,word,body_parts,produces,NA,reka,hand,hand
item_198,serce,word,body_parts,produces,NA,serce,heart,heart
item_199,skóra,word,body_parts,produces,NA,skora,skin,skin
item_200,szyja,word,body_parts,produces,NA,szyja,neck,neck
item_201,ucho,word,body_parts,produces,NA,ucho,ear,ear
item_202,włosy,word,body_parts,produces,NA,wlosy,hair,hair
item_203,ząb,word,body_parts,produces,NA,zab,tooth,tooth
item_204,balkon,word,furniture_rooms,produces,NA,balkon,balcony,balcony
item_205,dach,word,furniture_rooms,produces,NA,dach,roof,roof
item_206,drzwi,word,furniture_rooms,produces,NA,drzwi,door,door
item_207,dywan,word,furniture_rooms,produces,NA,dywan,carpet,carpet
item_208,firanka/zasłona,word,furniture_rooms,produces,NA,firanka.zaslona,curtain,curtain
item_209,fotel,word,furniture_rooms,produces,NA,fotel,armchair,armchair
item_210,korytarz/przedpokój,word,furniture_rooms,produces,NA,korytarz.przedpokoj,corridor,corridor
item_211,kran,word,furniture_rooms,produces,NA,kran,tap / faucet,faucet
item_212,krzesło,word,furniture_rooms,produces,NA,krzeslo,chair,chair
item_213,kuchnia,word,furniture_rooms,produces,NA,kuchnia,kitchen,kitchen
item_214,lodówka,word,furniture_rooms,produces,NA,lodowka,fridge,fridge
item_215,łazienka,word,furniture_rooms,produces,NA,lazienka,bathroom,bathroom
item_216,łóżko,word,furniture_rooms,produces,NA,lozko,bed,bed
item_217,odkurzacz,word,furniture_rooms,produces,NA,odkurzacz,vacuum cleaner,vacuum
item_218,okno,word,furniture_rooms,produces,NA,okno,window,window
item_219,podłoga,word,furniture_rooms,produces,NA,podloga,floor,floor
item_220,pokój,word,furniture_rooms,produces,NA,pokoj,room,room
item_221,półka/regał,word,furniture_rooms,produces,NA,polka.regal,shelf,shelf
item_222,pralka,word,furniture_rooms,produces,NA,pralka,washing machine,washing machine
item_223,prysznic,word,furniture_rooms,produces,NA,prysznic,shower,shower
item_224,schody,word,furniture_rooms,produces,NA,schody,stairs,stairs
item_225,stołek,word,furniture_rooms,produces,NA,stolek,stool,stool
item_226,stół,word,furniture_rooms,produces,NA,stol,table,table
item_227,sufit,word,furniture_rooms,produces,NA,sufit,ceiling,ceiling
item_228,szafa,word,furniture_rooms,produces,NA,szafa,wardrobe,wardrobe
item_229,szuflada,word,furniture_rooms,produces,NA,szuflada,drawer,drawer
item_230,ściana,word,furniture_rooms,produces,NA,sciana,wall,wall
item_231,telewizor,word,furniture_rooms,produces,NA,telewizor,tv,tv
item_232,ubikacja/ustęp,word,furniture_rooms,produces,NA,ubikacja.ustep,toilet,toilet
item_233,wanna,word,furniture_rooms,produces,NA,wanna,bathtub,bathtub
item_234,wózek,word,furniture_rooms,produces,NA,wozek,stroller,stroller
item_235,aparat/kamera,word,household,produces,NA,aparat.kamera,camera,camera
item_236,butelka,word,household,produces,NA,butelka,bottle,bottle
item_237,czajnik,word,household,produces,NA,czajnik,kettle,kettle
item_238,deska,word,household,produces,NA,deska,board,board
item_239,garnek,word,household,produces,NA,garnek,pot,pot
item_240,gazeta,word,household,produces,NA,gazeta,newspaper,newspaper
item_241,grzebień,word,household,produces,NA,grzebien,comb (object),comb (object)
item_242,igła,word,household,produces,NA,igla,needle,needle
item_243,klucz,word,household,produces,NA,klucz,key,key
item_244,koc/kołdra,word,household,produces,NA,koc.koldra,blanket / duvet,blanket
item_245,koszyk,word,household,produces,NA,koszyk,basket,basket
item_246,kubek,word,household,produces,NA,kubek,cup,cup
item_247,lampa,word,household,produces,NA,lampa,lamp,lamp
item_248,lekarstwa/tabletki,word,household,produces,NA,lekarstwa.tabletki,medicine / pills,medicine
item_249,lustro,word,household,produces,NA,lustro,mirror,mirror
item_250,łyżka,word,household,produces,NA,lyzka,spoon,spoon
item_251,miotła,word,household,produces,NA,miotla,broom,broom
item_252,miska,word,household,produces,NA,miska,bowl,bowl
item_253,młotek,word,household,produces,NA,mlotek,hammer,hammer
item_254,mydło,word,household,produces,NA,mydlo,soap,soap
item_255,nici,word,household,produces,NA,nici,sewing threads,sewing threads
item_256,nocnik,word,household,produces,NA,nocnik,potty,potty
item_257,nożyczki,word,household,produces,NA,nozyczki,scissors,scissors
item_258,nóż,word,household,produces,NA,noz,knife,knife
item_259,obraz,word,household,produces,NA,obraz,picture,picture
item_260,okulary,word,household,produces,NA,okulary,glasses,glasses
item_261,pieniądze,word,household,produces,NA,pieniadze,money,money
item_262,poduszka,word,household,produces,NA,poduszka,pillow,pillow
item_263,pudełko,word,household,produces,NA,pudelko,box,box
item_264,radio,word,household,produces,NA,radio,radio,radio
item_265,ręcznik,word,household,produces,NA,recznik,towel,towel
item_266,słoik,word,household,produces,NA,sloik,jar,jar
item_267,syrop,word,household,produces,NA,syrop,syrup,syrup
item_268,szczoteczka do zębów,word,household,produces,NA,szczoteczka_do_zebow,toothbrush,toothbrush
item_269,szczotka,word,household,produces,NA,szczotka,brush,brush
item_270,szklanka,word,household,produces,NA,szklanka,glass,glass
item_271,szmata/ścierka,word,household,produces,NA,szmata.scierka,dishcloth,rag
item_272,sznurek,word,household,produces,NA,sznurek,string,string
item_273,śmieci,word,household,produces,NA,smieci,garbage,trash
item_274,talerz,word,household,produces,NA,talerz,plate,plate
item_275,telefon/komórka,word,household,produces,NA,telefon.komorka,phone / mobile,telephone
item_276,termometr,word,household,produces,NA,termometr,thermometer,thermometer
item_277,torebka,word,household,produces,NA,torebka,bag,bag
item_278,widelec,word,household,produces,NA,widelec,fork,fork
item_279,zapałki,word,household,produces,NA,zapalki,matches,matches
item_280,zdjęcie/fotografia,word,household,produces,NA,zdjecie.fotografia,photo,photo
item_281,zegarek,word,household,produces,NA,zegarek,clock / watch,watch
item_282,żelazko,word,household,produces,NA,zelazko,iron,iron
item_283,bałwan,word,outside,produces,NA,balwan,snowman,snowman
item_284,błoto,word,outside,produces,NA,bloto,mud,mud
item_285,burza,word,outside,produces,NA,burza,storm,storm
item_286,deszcz,word,outside,produces,NA,deszcz,rain,rain (weather)
item_287,chmura,word,outside,produces,NA,chmura,cloud,cloud
item_288,drabina,word,outside,produces,NA,drabina,ladder,ladder
item_289,droga,word,outside,produces,NA,droga,road,road
item_290,drzewo,word,outside,produces,NA,drzewo,tree,tree
item_291,gałąź,word,outside,produces,NA,galaz,branch,branch
item_292,gwiazda,word,outside,produces,NA,gwiazda,star,star
item_293,huśtawka,word,outside,produces,NA,hustawka,swing (object),swing (object)
item_294,kamień,word,outside,produces,NA,kamien,stone,stone
item_295,kijek/patyk,word,outside,produces,NA,kijek.patyk,stick,stick
item_296,księżyc,word,outside,produces,NA,ksiezyc,moon,moon
item_297,kwiatek,word,outside,produces,NA,kwiatek,flower,flower
item_298,listek,word,outside,produces,NA,listek,leaf,leaf
item_299,most,word,outside,produces,NA,most,bridge,bridge
item_300,mróz,word,outside,produces,NA,mroz,frost,frost
item_301,niebo,word,outside,produces,NA,niebo,sky,sky
item_302,ogień,word,outside,produces,NA,ogien,fire,fire
item_303,piasek/piaskownica,word,outside,produces,NA,piasek.piaskownica,sand / sandbox,sandbox
item_304,płot,word,outside,produces,NA,plot,fence,fence
item_305,sanki,word,outside,produces,NA,sanki,sled,sled
item_306,słońce,word,outside,produces,NA,slonce,sun,sun
item_307,śnieg,word,outside,produces,NA,snieg,snow,snow
item_308,trawa,word,outside,produces,NA,trawa,grass,grass
item_309,ulica,word,outside,produces,NA,ulica,street,street
item_310,wiatr,word,outside,produces,NA,wiatr,wind,wind
item_311,woda_outside,word,outside,produces,NA,woda_outside,water (not beverage),water (not beverage)
item_312,ziemia,word,outside,produces,NA,ziemia,earth,earth
item_313,apteka,word,places,produces,NA,apteka,pharmacy,pharmacy
item_314,dom,word,places,produces,NA,dom,home / house,home
item_315,góry,word,places,produces,NA,gory,mountains,mountain
item_316,imieniny/urodziny,word,places,produces,NA,imieniny.urodziny,birthday / name day,birthday
item_317,kościół,word,places,produces,NA,kosciol,church,church
item_318,las,word,places,produces,NA,las,forest,forest
item_319,miasto,word,places,produces,NA,miasto,city,city
item_320,morze,word,places,produces,NA,morze,sea,sea
item_321,na dwór/na pole,word,places,produces,NA,na_dwor.na_pole,outside,outside
item_322,park/ogród,word,places,produces,NA,park.ogrod,park / garden,park
item_323,poczta,word,places,produces,NA,poczta,post office,post office
item_324,podwórko,word,places,produces,NA,podworko,backyard,backyard
item_325,praca,word,places,produces,NA,praca,work (place),work (place)
item_326,rzeka,word,places,produces,NA,rzeka,river,river
item_327,sklep,word,places,produces,NA,sklep,store,store
item_328,spacer,word,places,produces,NA,spacer,stroll,stroll
item_329,szkoła/przedszkole,word,places,produces,NA,szkola.przedszkole,school / kindergarten,kindergarten
item_330,zoo,word,places,produces,NA,zoo,zoo,zoo
item_331,babcia,word,people,produces,NA,babcia,grandma,grandma
item_332,brat,word,people,produces,NA,brat,brother,brother
item_333,chłopiec,word,people,produces,NA,chlopiec,boy,boy
item_334,ciocia,word,people,produces,NA,ciocia,aunt,aunt
item_335,córeczka,word,people,produces,NA,coreczka,daughter,daughter
item_336,doktor/lekarz,word,people,produces,NA,doktor.lekarz,doctor,doctor
item_337,dziadek/dziadzio,word,people,produces,NA,dziadek.dziadzio,grandpa,grandpa
item_338,dzidzi/dzidziuś,word,people,produces,NA,dzidzi.dzidzius,baby,baby
item_339,dzieci,word,people,produces,NA,dzieci,children,children
item_340,dziewczynka,word,people,produces,NA,dziewczynka,girl,girl
item_341,fryzjer,word,people,produces,NA,fryzjer,hairdresser,hairdresser
item_342,goście,word,people,produces,NA,goscie,guests,guest
item_343,imię zwierzątka,word,people,produces,NA,imie_zwierzatka,pet’s name,pet's name
item_344,kolega/koleżanka,word,people,produces,NA,kolega.kolezanka,friend,friend
item_345,krasnoludek,word,people,produces,NA,krasnoludek,dwarf,dwarf
item_346,król/królewna,word,people,produces,NA,krol.krolewna,king / princess,princess
item_347,ksiądz,word,people,produces,NA,ksiadz,priest,priest
item_348,ludzie,word,people,produces,NA,ludzie,people,people
item_349,mama/mamusia,word,people,produces,NA,mama.mamusia,mommy,mommy
item_350,pan,word,people,produces,NA,pan,sir,sir
item_351,pani,word,people,produces,NA,pani,lady,lady
item_352,policjant,word,people,produces,NA,policjant,policeman,policeman
item_353,siostra,word,people,produces,NA,siostra,sister,sister
item_354,synek,word,people,produces,NA,synek,son,son
item_355,tata/tatuś,word,people,produces,NA,tata.tatus,daddy,daddy
item_356,własne imię,word,people,produces,NA,wlasne_imie,child's name,child's own name
item_357,wujek,word,people,produces,NA,wujek,uncle,uncle
item_358,cześć,word,games_routines,produces,NA,czesc,hi,hello
item_359,dzień dobry,word,games_routines,produces,NA,dzien_dobry,good morning,good morning
item_360,do widzenia,word,games_routines,produces,NA,do_widzenia,goodbye,bye
item_361,dobranoc,word,games_routines,produces,NA,dobranoc,good night,good night
item_362,dziękuję,word,games_routines,produces,NA,dziekuje,thank you,thank you
item_363,proszę,word,games_routines,produces,NA,prosze,please,please
item_364,przepraszam,word,games_routines,produces,NA,przepraszam,sorry,sorry
item_365,halo,word,games_routines,produces,NA,halo,hello [on the phone],hello
item_366,"pa, pa!",word,games_routines,produces,NA,pa_pa,bye,bye
item_367,tak,word,games_routines,produces,NA,tak,yes,yes
item_368,nie,word,games_routines,produces,NA,nie,no,no
item_369,śniadanie,word,games_routines,produces,NA,sniadanie,breakfast,breakfast
item_370,obiad,word,games_routines,produces,NA,obiad,dinner,dinner
item_371,kolacja,word,games_routines,produces,NA,kolacja,supper,dinner
item_372,siusiu/siku/sisi,word,games_routines,produces,NA,siusiu.siku.sisi,pee,pee
item_373,kupka,word,games_routines,produces,NA,kupka,poop,poop
item_374,kosi-kosi łapci,word,games_routines,produces,NA,kosi_kosi_lapci,[nursery rhyme],NA
item_375,idzie rak nieborak,word,games_routines,produces,NA,idzie_rak_nieborak,[nursery rhyme],NA
item_376,sroczka kaszkę warzyła,word,games_routines,produces,NA,sroczka_kaszke_warzyla,[nursery rhyme],NA
item_377,be,word,descriptive_words,produces,NA,be,yucky,yucky
item_378,biały,word,descriptive_words,produces,NA,bialy,white,white
item_379,brudny,word,descriptive_words,produces,NA,brudny,dirty,dirty
item_380,brzydki,word,descriptive_words,produces,NA,brzydki,ugly,ugly
item_381,cacy/cacany,word,descriptive_words,produces,NA,cacy.cacany,nice [child word],nice
item_382,chory,word,descriptive_words,produces,NA,chory,sick,sick
item_383,ciepły,word,descriptive_words,produces,NA,cieply,warm,warm
item_384,ciężki,word,descriptive_words,produces,NA,ciezki,heavy,heavy
item_385,czarny,word,descriptive_words,produces,NA,czarny,black,black
item_386,czerwony,word,descriptive_words,produces,NA,czerwony,red,red
item_387,czysty,word,descriptive_words,produces,NA,czysty,clean (description),clean (description)
item_388,dobry,word,descriptive_words,produces,NA,dobry,good,good
item_389,duży,word,descriptive_words,produces,NA,duzy,big,big
item_390,głodny,word,descriptive_words,produces,NA,glodny,hungry,hungry
item_391,głupi,word,descriptive_words,produces,NA,glupi,stupid,stupid
item_392,gorący,word,descriptive_words,produces,NA,goracy,hot,hot
item_393,kochany,word,descriptive_words,produces,NA,kochany,dear,dear
item_394,ładny,word,descriptive_words,produces,NA,ladny,pretty,pretty
item_395,mały,word,descriptive_words,produces,NA,maly,small,small
item_396,mądry,word,descriptive_words,produces,NA,madry,smart,smart
item_397,mokry,word,descriptive_words,produces,NA,mokry,wet (description),wet (description)
item_398,(nie)grzeczny,word,descriptive_words,produces,NA,nie.grzeczny,naughty / nice,naughty / nice
item_399,nowy,word,descriptive_words,produces,NA,nowy,new,new
item_400,otwarty,word,descriptive_words,produces,NA,otwarty,open (description),open (description)
item_401,piękny/śliczny,word,descriptive_words,produces,NA,piekny.sliczny,beautiful,beautiful
item_402,pyszny,word,descriptive_words,produces,NA,pyszny,tasty,tasty
item_403,śpiący,word,descriptive_words,produces,NA,spiacy,sleepy,sleepy
item_404,umyty,word,descriptive_words,produces,NA,umyty,washed,washed
item_405,zamknięty,word,descriptive_words,produces,NA,zamkniety,closed,closed
item_406,zdrowy,word,descriptive_words,produces,NA,zdrowy,healthy,healthy
item_407,zepsuty,word,descriptive_words,produces,NA,zepsuty,broken,broken
item_408,zimny,word,descriptive_words,produces,NA,zimny,cold,cold
item_409,zmęczony,word,descriptive_words,produces,NA,zmeczony,tired,tired
