itemID,category,item,definition,choices,type,complexity_category,gloss,uni_lemma
item_99,toys,Dtoys5brick,D toys - 5 brick,produces,word,,brick,
item_100,toys,Dtoys6bubble,D toys - 6 bubble,produces,word,,bubble,bubbles
item_101,toys,Dtoys7colouring,D toys - 7 colouring,produces,word,,colouring,
item_102,toys,Dtoys8crayon,D toys - 8 crayon,produces,word,,crayon,crayon
item_103,toys,Dtoys9doll,D toys - 9 doll,produces,word,,doll,doll
item_104,toys,Dtoys10game,D toys - 10 game,produces,word,,game,game
item_105,toys,Dtoys11lego,D toys - 11 lego,produces,word,,lego,block
item_106,toys,Dtoys12pen,D toys - 12 pen,produces,word,,pen,pen
item_107,toys,Dtoys13pencil,D toys - 13 pencil,produces,word,,pencil,Pencil
item_108,toys,Dtoys14playdough,D toys - 14 playdough,produces,word,,playdough,play dough
item_109,toys,Dtoys15puzzle,D toys - 15 puzzle,produces,word,,puzzle,puzzle
item_110,toys,Dtoys16story,D toys - 16 story,produces,word,,story,story
item_111,toys,Dtoys17teddybear,D toys - 17 teddybear,produces,word,,teddybear,teddybear
item_112,toys,Dtoys18toy,D toys - 18 toy,produces,word,,toy,toy (object)
item_113,toys,Dtoys19tracktraintrack,D toys - 19 track/traintrack,produces,word,,track/traintrack,
item_114,food_drink,Efoods1apple,E foods - 1 apple,produces,word,,apple,apple
item_115,food_drink,Efoods2banana,E foods - 2 banana,produces,word,,banana,banana
item_116,food_drink,Efoods3beans,E foods - 3 beans,produces,word,,beans,beans
item_117,food_drink,Efoods4biscuit,E foods - 4 biscuit,produces,word,,biscuit,biscuit
item_118,food_drink,Efoods5blueberry,E foods - 5 blueberry,produces,word,,blueberry,blueberry
item_119,food_drink,Efoods6bread,E foods - 6 bread,produces,word,,bread,bread
item_120,food_drink,Efoods7butter,E foods - 7 butter,produces,word,,butter,butter
item_121,food_drink,Efoods8cake,E foods - 8 cake,produces,word,,cake,cake
item_122,food_drink,Efoods9carrot,E foods - 9 carrot,produces,word,,carrot,carrot
item_123,food_drink,Efoods10cereal,E foods - 10 cereal,produces,word,,cereal,cereal
item_124,food_drink,Efoods11cheese,E foods - 11 cheese,produces,word,,cheese,cheese
item_125,food_drink,Efoods12chicken,E foods - 12 chicken,produces,word,,chicken,chicken
item_126,food_drink,Efoods13chips,E foods - 13 chips,produces,word,,chips,chips
item_127,food_drink,Efoods14chocolate,E foods - 14 chocolate,produces,word,,chocolate,chocolate
item_128,food_drink,Efoods15chocolatebiscuit,E foods - 15 chocolatebiscuit,produces,word,,chocolatebiscuit,biscuit
item_129,food_drink,Efoods16coffee,E foods - 16 coffee,produces,word,,coffee,coffee
item_130,food_drink,Efoods17crisps,E foods - 17 crisps,produces,word,,crisps,chips
item_131,food_drink,Efoods18cucumber,E foods - 18 cucumber,produces,word,,cucumber,cucumber
item_132,food_drink,Efoods19drink,E foods - 19 drink,produces,word,,drink,drink
item_133,food_drink,Efoods20egg,E foods - 20 egg,produces,word,,egg,egg
item_134,food_drink,Efoods21fish,E foods - 21 fish,produces,word,,fish,fish (food)
item_135,food_drink,Efoods22food,E foods - 22 food,produces,word,,food,food
item_136,food_drink,Efoods23grapes,E foods - 23 grapes,produces,word,,grapes,grapes
item_137,food_drink,Efoods24greenbeans,E foods - 24 greenbeans,produces,word,,greenbeans,beans
item_138,food_drink,Efoods25ham,E foods - 25 ham,produces,word,,ham,ham
item_139,food_drink,Efoods26ice,E foods - 26 ice,produces,word,,ice,ice
item_140,food_drink,Efoods27icecream,E foods - 27 icecream,produces,word,,icecream,ice cream
item_141,food_drink,Efoods28icelolly,E foods - 28 icelolly,produces,word,,icelolly,popsicle
item_142,food_drink,Efoods29jam,E foods - 29 jam,produces,word,,jam,jam
item_143,food_drink,Efoods30jelly,E foods - 30 jelly,produces,word,,jelly,jelly
item_144,food_drink,Efoods31juice,E foods - 31 juice,produces,word,,juice,juice
item_145,food_drink,Efoods32lemon,E foods - 32 lemon,produces,word,,lemon,lemon
item_146,food_drink,Efoods33lollipoplolly,E foods - 33 lollipop/lolly,produces,word,,lollipop/lolly,lollipop
item_147,food_drink,Efoods34meat,E foods - 34 meat,produces,word,,meat,meat
item_148,food_drink,Efoods35melon,E foods - 35 melon,produces,word,,melon,melon
item_149,food_drink,Efoods36milk,E foods - 36 milk,produces,word,,milk,milk
item_150,food_drink,Efoods37muffin,E foods - 37 muffin,produces,word,,muffin,muffin
item_151,food_drink,Efoods38nuts,E foods - 38 nuts,produces,word,,nuts,nut
item_152,food_drink,Efoods39onion,E foods - 39 onion,produces,word,,onion,onion
item_153,food_drink,Efoods40orange,E foods - 40 orange,produces,word,,orange,orange
item_154,food_drink,Efoods41pancake,E foods - 41 pancake,produces,word,,pancake,pancake
item_155,food_drink,Efoods42pasta,E foods - 42 pasta,produces,word,,pasta,pasta
item_156,food_drink,Efoods43peanutbutter,E foods - 43 peanutbutter,produces,word,,peanutbutter,peanut butter
item_157,food_drink,Efoods44pear,E foods - 44 pear,produces,word,,pear,pear
item_158,food_drink,Efoods45peas,E foods - 45 peas,produces,word,,peas,peas
item_159,food_drink,Efoods46pickle,E foods - 46 pickle,produces,word,,pickle,pickle
item_160,food_drink,Efoods47pizza,E foods - 47 pizza,produces,word,,pizza,pizza
item_161,food_drink,Efoods48plum,E foods - 48 plum,produces,word,,plum,plum
item_162,food_drink,Efoods49pop,E foods - 49 pop,produces,word,,pop,soda
item_163,food_drink,Efoods50popcorn,E foods - 50 popcorn,produces,word,,popcorn,popcorn
item_164,food_drink,Efoods51potato,E foods - 51 potato,produces,word,,potato,potato
item_165,food_drink,Efoods52pudding,E foods - 52 pudding,produces,word,,pudding,pudding
item_166,food_drink,Efoods53pumpkin,E foods - 53 pumpkin,produces,word,,pumpkin,pumpkin
item_167,food_drink,Efoods54raisin,E foods - 54 raisin,produces,word,,raisin,raisin
item_168,food_drink,Efoods55salt,E foods - 55 salt,produces,word,,salt,salt
item_169,food_drink,Efoods56sandwich,E foods - 56 sandwich,produces,word,,sandwich,sandwich
item_170,food_drink,Efoods57sauce,E foods - 57 sauce,produces,word,,sauce,sauce
item_171,food_drink,Efoods58sausages,E foods - 58 sausages,produces,word,,sausages,sausage
item_172,food_drink,Efoods59soup,E foods - 59 soup,produces,word,,soup,soup
item_173,food_drink,Efoods60strawberry,E foods - 60 strawberry,produces,word,,strawberry,strawberry
item_174,food_drink,Efoods61sweetcorn,E foods - 61 sweetcorn,produces,word,,sweetcorn,corn
item_175,food_drink,Efoods62sweets,E foods - 62 sweets,produces,word,,sweets,sweets
item_176,food_drink,Efoods63teadrink,E foods - 63 teadrink,produces,word,,teadrink,tea
item_177,food_drink,Efoods64toast,E foods - 64 toast,produces,word,,toast,toast
item_178,food_drink,Efoods65tomato,E foods - 65 tomato,produces,word,,tomato,tomato
item_179,food_drink,Efoods66tomatosauceketchup,E foods - 66 tomatosauce/ketchup,produces,word,,tomatosauce/ketchup,ketchup
item_180,food_drink,Efoods67tuna,E foods - 67 tuna,produces,word,,tuna,tuna
item_181,food_drink,Efoods68vanilla,E foods - 68 vanilla,produces,word,,vanilla,vanilla
item_182,food_drink,Efoods69vitamins,E foods - 69 vitamins,produces,word,,vitamins,
item_183,food_drink,Efoods70water,E foods - 70 water,produces,word,,water,water (beverage)
item_184,food_drink,Efoods71yoghurt,E foods - 71 yoghurt,produces,word,,yoghurt,yogurt
item_185,body_parts,Fbody1ankle,F body - 1 ankle,produces,word,,ankle,ankle
item_186,body_parts,Fbody2arm,F body - 2 arm,produces,word,,arm,arm
item_187,body_parts,Fbody3bellytummy,F body - 3 belly/tummy,produces,word,,belly/tummy,belly
item_188,body_parts,Fbody4bellybutton,F body - 4 bellybutton,produces,word,,bellybutton,belly button
item_189,body_parts,Fbody5boobboobies,F body - 5 boob/boobies,produces,word,,boob/boobies,breast
item_190,body_parts,Fbody6bottombum*,F body - 6 bottom/bum*,produces,word,,bottom/bum*,butt
item_191,body_parts,Fbody7cheek,F body - 7 cheek,produces,word,,cheek,cheek
item_192,body_parts,Fbody8chin,F body - 8 chin,produces,word,,chin,chin
item_193,body_parts,Fbody9ear,F body - 9 ear,produces,word,,ear,ear
item_194,body_parts,Fbody10elbow,F body - 10 elbow,produces,word,,elbow,elbow
item_195,body_parts,Fbody11eye,F body - 11 eye,produces,word,,eye,eye
item_196,body_parts,Fbody12eyebrow,F body - 12 eyebrow,produces,word,,eyebrow,eyebrow
item_197,body_parts,Fbody13eyelash,F body - 13 eyelash,produces,word,,eyelash,eyelash
item_198,body_parts,Fbody14face,F body - 14 face,produces,word,,face,face
item_199,body_parts,Fbody15finger,F body - 15 finger,produces,word,,finger,finger
item_200,body_parts,Fbody16foot,F body - 16 foot,produces,word,,foot,foot
item_201,body_parts,Fbody17hair,F body - 17 hair,produces,word,,hair,hair
item_202,body_parts,Fbody18hand,F body - 18 hand,produces,word,,hand,hand
item_203,body_parts,Fbody19head,F body - 19 head,produces,word,,head,head
item_204,body_parts,Fbody20knee,F body - 20 knee,produces,word,,knee,knee
item_205,body_parts,Fbody21leg,F body - 21 leg,produces,word,,leg,leg
item_206,body_parts,Fbody22lips,F body - 22 lips,produces,word,,lips,lips
item_207,body_parts,Fbody23mouth,F body - 23 mouth,produces,word,,mouth,mouth
item_208,body_parts,Fbody24nailfingernail,F body - 24 nail/fingernail,produces,word,,nail/fingernail,nail (body part)
item_209,body_parts,Fbody25neck,F body - 25 neck,produces,word,,neck,neck
item_210,body_parts,Fbody26nose,F body - 26 nose,produces,word,,nose,nose
item_211,body_parts,Fbody27privatespenisvagina,F body - 27 privates/penis/vagina*,produces,word,,privates/penis/vagina*,
item_212,body_parts,Fbody28shoulder,F body - 28 shoulder,produces,word,,shoulder,shoulder
item_213,body_parts,Fbody29teethtooth,F body - 29 teeth/tooth,produces,word,,teeth/tooth,tooth
item_214,body_parts,Fbody30toe,F body - 30 toe,produces,word,,toe,toe
item_215,body_parts,Fbody31tongue,F body - 31 tongue,produces,word,,tongue,tongue
item_216,clothing,Gclothes1bib,G clothes - 1 bib,produces,word,,bib,bib
item_217,clothing,Gclothes2boot,G clothes - 2 boot,produces,word,,boot,boot
item_218,clothing,Gclothes3button,G clothes - 3 button,produces,word,,button,button
item_219,clothing,Gclothes4cardigan,G clothes - 4 cardigan,produces,word,,cardigan,sweater
item_220,clothing,Gclothes5coat,G clothes - 5 coat,produces,word,,coat,coat
item_221,clothing,Gclothes6dress,G clothes - 6 dress,produces,word,,dress,dress (object)
item_222,clothing,Gclothes7glasses,G clothes - 7 glasses,produces,word,,glasses,glasses
item_223,clothing,Gclothes8gloves,G clothes - 8 gloves,produces,word,,gloves,gloves
item_224,clothing,Gclothes9hat,G clothes - 9 hat,produces,word,,hat,hat
item_225,clothing,Gclothes10jacket,G clothes - 10 jacket,produces,word,,jacket,jacket
item_226,clothing,Gclothes11jeans,G clothes - 11 jeans,produces,word,,jeans,jeans
item_227,clothing,Gclothes12jumper,G clothes - 12 jumper,produces,word,,jumper,sweater
item_228,clothing,Gclothes13leggings,G clothes - 13 leggings,produces,word,,leggings,
item_229,clothing,Gclothes14nappy,G clothes - 14 nappy,produces,word,,nappy,diaper
item_230,clothing,Gclothes15necklace,G clothes - 15 necklace,produces,word,,necklace,necklace
item_231,clothing,Gclothes16pantsknickers,G clothes - 16 pants/knickers,produces,word,,pants/knickers,underpants
item_232,clothing,Gclothes17pyjamas,G clothes - 17 pyjamas,produces,word,,pyjamas,pajamas
item_233,clothing,Gclothes18scarf,G clothes - 18 scarf,produces,word,,scarf,scarf
item_234,clothing,Gclothes19shirt,G clothes - 19 shirt,produces,word,,shirt,shirt
item_235,clothing,Gclothes20shoe,G clothes - 20 shoe,produces,word,,shoe,shoe
item_236,clothing,Gclothes21shorts,G clothes - 21 shorts,produces,word,,shorts,shorts
item_237,clothing,Gclothes22sock,G clothes - 22 sock,produces,word,,sock,sock
item_238,clothing,Gclothes23top,G clothes - 23 top,produces,word,,top,top
item_239,clothing,Gclothes24trainers,G clothes - 24 trainers,produces,word,,trainers,sneaker
item_240,clothing,Gclothes25trousers,G clothes - 25 trousers,produces,word,,trousers,pants
item_241,clothing,Gclothes26tshirt,G clothes - 26 tshirt,produces,word,,tshirt,t-shirt
item_242,clothing,Gclothes27vest,G clothes - 27 vest,produces,word,,vest,vest
item_243,clothing,Gclothes28zip,G clothes - 28 zip,produces,word,,zip,zipper
item_244,furniture_rooms,Hfurniture1bathbathtub,H furniture - 1 bath/bathtub,produces,word,,bath/bathtub,bathtub
item_245,furniture_rooms,Hfurniture2bathroom,H furniture - 2 bathroom,produces,word,,bathroom,bathroom
item_246,furniture_rooms,Hfurniture3bed,H furniture - 3 bed,produces,word,,bed,bed
item_247,furniture_rooms,Hfurniture4bedroom,H furniture - 4 bedroom,produces,word,,bedroom,bedroom
item_248,furniture_rooms,Hfurniture5bench,H furniture - 5 bench,produces,word,,bench,bench
item_249,furniture_rooms,Hfurniture6carpet,H furniture - 6 carpet,produces,word,,carpet,carpet
item_250,furniture_rooms,Hfurniture7chair,H furniture - 7 chair,produces,word,,chair,chair
item_251,furniture_rooms,Hfurniture8cooker,H furniture - 8 cooker,produces,word,,cooker,cooker
item_252,furniture_rooms,Hfurniture9cot,H furniture - 9 cot,produces,word,,cot,cot
item_253,furniture_rooms,Hfurniture10diningroom,H furniture - 10 diningroom,produces,word,,diningroom,dining room
item_254,furniture_rooms,Hfurniture11door,H furniture - 11 door,produces,word,,door,door
item_255,furniture_rooms,Hfurniture12downstairs,H furniture - 12 downstairs,produces,word,,downstairs,
item_256,furniture_rooms,Hfurniture13drawer,H furniture - 13 drawer,produces,word,,drawer,drawer
item_257,furniture_rooms,Hfurniture14floor,H furniture - 14 floor,produces,word,,floor,floor
item_258,furniture_rooms,Hfurniture15garage,H furniture - 15 garage,produces,word,,garage,garage
item_259,furniture_rooms,Hfurniture16highchair,H furniture - 16 highchair,produces,word,,highchair,high chair
item_260,furniture_rooms,Hfurniture17kitchen,H furniture - 17 kitchen,produces,word,,kitchen,kitchen
item_261,furniture_rooms,Hfurniture18livingroom,H furniture - 18 livingroom,produces,word,,livingroom,living room
item_262,furniture_rooms,Hfurniture19oven,H furniture - 19 oven,produces,word,,oven,oven
item_263,furniture_rooms,Hfurniture20porch,H furniture - 20 porch,produces,word,,porch,porch
item_264,furniture_rooms,Hfurniture21potty,H furniture - 21 potty,produces,word,,potty,potty
item_265,furniture_rooms,Hfurniture22radiator,H furniture - 22 radiator,produces,word,,radiator,radiator
item_266,furniture_rooms,Hfurniture23refrigeratorfridge,H furniture - 23 refrigerator/fridge,produces,word,,refrigerator/fridge,refrigerator
item_267,furniture_rooms,Hfurniture24rockingchair,H furniture - 24 rockingchair,produces,word,,rockingchair,rocking chair
item_268,furniture_rooms,Hfurniture25room,H furniture - 25 room,produces,word,,room,room
item_269,furniture_rooms,Hfurniture26seat,H furniture - 26 seat,produces,word,,seat,
item_270,furniture_rooms,Hfurniture27shelf,H furniture - 27 shelf,produces,word,,shelf,shelf
item_271,furniture_rooms,Hfurniture28shower,H furniture - 28 shower,produces,word,,shower,shower
item_272,furniture_rooms,Hfurniture29sink,H furniture - 29 sink,produces,word,,sink,sink
item_273,furniture_rooms,Hfurniture30sofa,H furniture - 30 sofa,produces,word,,sofa,sofa
item_274,furniture_rooms,Hfurniture31stairgate,H furniture - 31 stairgate,produces,word,,stairgate,
item_275,furniture_rooms,Hfurniture32stairs,H furniture - 32 stairs,produces,word,,stairs,stairs
item_276,furniture_rooms,Hfurniture33stool,H furniture - 33 stool,produces,word,,stool,stool
item_277,furniture_rooms,Hfurniture34table,H furniture - 34 table,produces,word,,table,table
item_278,furniture_rooms,Hfurniture35television,H furniture - 35 television,produces,word,,television,television
item_279,furniture_rooms,Hfurniture36toilet_lav_loo,H furniture - 36 toilet_lav_loo,produces,word,,toilet_lav_loo,toilet
item_280,furniture_rooms,Hfurniture37upstairs,H furniture - 37 upstairs,produces,word,,upstairs,
item_281,furniture_rooms,Hfurniture38washingmachine,H furniture - 38 washingmachine,produces,word,,washingmachine,washing machine
item_282,furniture_rooms,Hfurniture39window,H furniture - 39 window,produces,word,,window,window
item_283,household,Ismallitems1bag,I smallitems - 1 bag,produces,word,,bag,bag
item_284,household,Ismallitems2bin,I smallitems - 2 bin,produces,word,,bin,bin
item_285,household,Ismallitems3blanket,I smallitems - 3 blanket,produces,word,,blanket,blanket
item_286,household,Ismallitems4bottle,I smallitems - 4 bottle,produces,word,,bottle,bottle
item_287,household,Ismallitems5bowl,I smallitems - 5 bowl,produces,word,,bowl,bowl
item_288,household,Ismallitems6box,I smallitems - 6 box,produces,word,,box,box
item_289,household,Ismallitems7broom,I smallitems - 7 broom,produces,word,,broom,broom
item_290,household,Ismallitems8brush,I smallitems - 8 brush,produces,word,,brush,brush (object)
item_291,household,Ismallitems9bucket,I smallitems - 9 bucket,produces,word,,bucket,bucket
item_292,household,Ismallitems10camera,I smallitems - 10 camera,produces,word,,camera,camera
item_293,household,Ismallitems11clock,I smallitems - 11 clock,produces,word,,clock,clock
item_294,household,Ismallitems12comb,I smallitems - 12 comb,produces,word,,comb,comb (object)
item_295,household,Ismallitems13computer_laptop,I smallitems - 13 computer_laptop,produces,word,,computer_laptop,computer
item_296,household,Ismallitems14cup,I smallitems - 14 cup,produces,word,,cup,cup
item_297,household,Ismallitems15dish,I smallitems - 15 dish,produces,word,,dish,dish
item_298,household,Ismallitems16dummy,I smallitems - 16 dummy,produces,word,,dummy,dummy
item_299,household,Ismallitems17fork,I smallitems - 17 fork,produces,word,,fork,fork
item_300,household,Ismallitems18glass,I smallitems - 18 glass,produces,word,,glass,glass
item_301,household,Ismallitems19hammer,I smallitems - 19 hammer,produces,word,,hammer,hammer
item_302,household,Ismallitems20hoover,I smallitems - 20 hoover,produces,word,,hoover,vacuum
item_303,household,Ismallitems21jar,I smallitems - 21 jar,produces,word,,jar,jar
item_304,household,Ismallitems22jug,I smallitems - 22 jug,produces,word,,jug,jug
item_305,household,Ismallitems23kettle,I smallitems - 23 kettle,produces,word,,kettle,kettle
item_306,household,Ismallitems24keys,I smallitems - 24 keys,produces,word,,keys,keys
item_307,household,Ismallitems25knife,I smallitems - 25 knife,produces,word,,knife,knife
item_308,household,Ismallitems26lamplight,I smallitems - 26 lamp/light,produces,word,,lamp/light,lamp
item_309,household,Ismallitems27matrug,I smallitems - 27 mat/rug,produces,word,,mat/rug,carpet
item_310,household,Ismallitems28medicine,I smallitems - 28 medicine,produces,word,,medicine,medicine
item_311,household,Ismallitems29mirror,I smallitems - 29 mirror,produces,word,,mirror,mirror
item_312,household,Ismallitems30money,I smallitems - 30 money,produces,word,,money,money
item_313,household,Ismallitems31mop,I smallitems - 31 mop,produces,word,,mop,mop
item_314,household,Ismallitems32nail,I smallitems - 32 nail,produces,word,,nail,nail
item_315,household,Ismallitems33napkin,I smallitems - 33 napkin,produces,word,,napkin,napkin
item_316,household,Ismallitems34paper,I smallitems - 34 paper,produces,word,,paper,paper
item_317,household,Ismallitems35penny,I smallitems - 35 penny,produces,word,,penny,penny
item_318,household,Ismallitems36picture,I smallitems - 36 picture,produces,word,,picture,picture
item_319,household,Ismallitems37pillow,I smallitems - 37 pillow,produces,word,,pillow,pillow
item_320,household,Ismallitems38plant,I smallitems - 38 plant,produces,word,,plant,plant
item_321,household,Ismallitems39plate,I smallitems - 39 plate,produces,word,,plate,plate
item_322,household,Ismallitems40purse,I smallitems - 40 purse,produces,word,,purse,purse
